timelocal,month,month_indicator,month_weekday,flow,rotation,effect_pump_10,vibr_bear_as_x,vibr_bear_as_y,vibr_bear_bs_x,vibr_bear_bs_y,vibr_motor_x,vibr_motor_y,temp_winding_max
2020-03-18T19:39:00Z,Mar,1,2020-03-17T23:00:00Z,12678.734472862414,251.60714721679687,425.8660808709039,1.13564658640888,1.1449929677830801,0.5705309835599528,0.5545380550384521,0.18062401881582207,0.2176464118556844,68.139984130859375
2020-03-18T19:40:30Z,Mar,1,2020-03-17T23:00:00Z,12724.089356282551,251.60714721679687,425.96511775648327,1.098065325958199,1.1419177613549762,0.5533088138222695,0.5522596110132005,0.17778510527279642,0.21816965669890245,68.35483243408203
2020-03-18T19:42:00Z,Mar,1,2020-03-17T23:00:00Z,12848.042512803819,251.60714721679687,422.9925953077528,1.1021948090341356,1.1252967937482727,0.5567081217534012,0.5514302554044459,0.1768002393874857,0.21688614246779017,68.3599853515625
2020-03-18T19:43:30Z,Mar,1,2020-03-17T23:00:00Z,12892.194237065973,251.48188342081707,423.58993753187394,1.0724846286839909,1.0667901221487257,0.5367783694936169,0.5187996113426155,0.1740166121860345,0.211465145493216,68.3599853515625
2020-03-18T19:45:00Z,Mar,1,2020-03-17T23:00:00Z,12840.183766851129,251.5509146097819,424.21360392591686,1.209311772492197,1.226242036567794,0.6098906626926528,0.5971551487591532,0.18558290688263046,0.23240872331294748,68.3599853515625
2020-03-18T19:46:30Z,Mar,1,2020-03-17T23:00:00Z,12824.93164966363,251.2691650390625,421.0480081542969,1.117164953075515,1.1570555760092205,0.5649325343588988,0.5654367658336957,0.17665199266738363,0.22157436901860766,68.41782541944715
2020-03-18T19:48:00Z,Mar,1,2020-03-17T23:00:00Z,12821.252368489584,251.2691650390625,422.8383435262044,1.162418997253312,1.1787914591471353,0.5826865856409073,0.5708992029388745,0.1798555721435282,0.2225586294439104,68.439971923828125
2020-03-18T19:49:30Z,Mar,1,2020-03-17T23:00:00Z,12843.143206022136,251.2691650390625,425.1100086140951,1.1870753234518898,1.2275731854465273,0.5941558514263895,0.5934276919000678,0.18123556886050438,0.22856639705598356,68.40512200859918
2020-03-18T19:51:00Z,Mar,1,2020-03-17T23:00:00Z,12806.45017670356,251.2691650390625,422.6831547865126,1.082656495886379,1.0924473936531278,0.5435930784788396,0.5325779484424327,0.17272203414671952,0.2135575705120961,68.379974365234375
2020-03-18T19:52:30Z,Mar,1,2020-03-17T23:00:00Z,12811.019560579427,251.2691650390625,421.5179447686089,1.199875818227397,1.192465039926105,0.6005503690706359,0.5793201418068674,0.18022754750980272,0.22673561149007745,68.379974365234375
2020-03-18T19:54:00Z,Mar,1,2020-03-17T23:00:00Z,12823.227807443576,251.2691650390625,422.3198749735514,1.058283892554707,1.0536745123320155,0.52861657536957,0.5114302532944415,0.17459532921777832,0.20723779064416886,68.379974365234375
2020-03-18T19:55:30Z,Mar,1,2020-03-17T23:00:00Z,12809.39678109809,251.2691650390625,423.8948518269857,1.115257832619879,1.1660693938917583,0.5577946754309866,0.5612525644805696,0.17341727751659022,0.21798385884695584,68.379974365234375
2020-03-18T19:57:00Z,Mar,1,2020-03-17T23:00:00Z,12804.992480132378,251.2691650390625,421.083331777615,1.114017493408256,1.1332919338795875,0.5612009474231138,0.547441621247265,0.17696316987143623,0.21911750480267736,68.379974365234375
2020-03-18T19:58:30Z,Mar,1,2020-03-17T23:00:00Z,12775.422435243056,251.2691650390625,421.3140417249891,1.084280734819836,1.0751875268379847,0.5411577007525497,0.5217767693214946,0.173382598748472,0.21112483212682936,68.3905237294515
2020-03-18T20:00:00Z,Mar,1,2020-03-17T23:00:00Z,12747.426734776476,251.2591196987576,419.8960555874295,1.072458053308063,1.0804201461752256,0.5411384970413314,0.5304500357561641,0.17173616910974185,0.21340694153077072,68.39997863769531
2020-03-18T20:01:30Z,Mar,1,2020-03-17T23:00:00Z,12697.94025047743,250.2183355448405,414.1234195800781,1.0969245796349314,1.0844119938638475,0.546953168429931,0.5245789754993386,0.17401150621639358,0.21045531724194685,68.39997863769531
2020-03-18T20:30:00Z,Mar,1,2020-03-17T23:00:00Z,12598.767898882379,250.06315861002605,420.41343283081056,1.1328211238556438,1.1319229905340407,0.5613272367695967,0.5458105233444108,0.17742961900068654,0.21614870181845294,69.31999206542969
2020-03-18T20:31:30Z,Mar,1,2020-03-17T23:00:00Z,12625.950273274739,250.32269287109375,422.3931897013346,1.1486630765782462,1.1732045963313844,0.5768581028322379,0.572684608293242,0.17506528730491797,0.2238135888569885,69.31999206542969
2020-03-18T20:33:00Z,Mar,1,2020-03-17T23:00:00Z,12602.286978656684,250.07573154703775,420.2066421474881,1.1606653676377403,1.1394604896015592,0.5816382757027944,0.5518213369720512,0.18215372591184245,0.21946725714438492,69.31999206542969
2020-03-18T20:37:30Z,Mar,1,2020-03-17T23:00:00Z,12930.825385091146,250.32131714070638,412.1560233330621,1.173472137146526,1.205734552499983,0.589499532201555,0.5809288273281521,0.18076001578470072,0.2243825854063034,69.31999206542969
2020-03-18T20:39:00Z,Mar,1,2020-03-17T23:00:00Z,12921.716197330728,250.56498496398925,416.905517062717,1.187124078863197,1.222039556283421,0.5954943915168445,0.5898408223152161,0.18162059784366025,0.22639021423392824,69.31999206542969
2020-03-18T20:40:30Z,Mar,1,2020-03-17T23:00:00Z,12908.305962478298,250.39028930664062,414.6717050265842,1.1484750619014104,1.1266669133954579,0.5758266302188237,0.5517387278430992,0.1781103948165973,0.21608937084840404,69.31999206542969
2020-03-18T20:42:00Z,Mar,1,2020-03-17T23:00:00Z,12919.478785731337,250.76878428141276,417.3827944410536,1.2001893577363756,1.1902260942247178,0.6038471166902118,0.5797339483062426,0.181952665826016,0.22344174703988764,69.31999206542969
2020-03-18T20:43:30Z,Mar,1,2020-03-17T23:00:00Z,12891.542128819445,250.6592413906521,416.09489999864365,1.2519831590572994,1.2690576935741638,0.6292675487160683,0.6116606646762954,0.18527248334619734,0.23463976905809508,69.31999206542969
2020-03-18T20:45:00Z,Mar,1,2020-03-17T23:00:00Z,12881.580106792535,250.0464641120063,413.86511755710177,1.190435640765561,1.1747076570338673,0.5967976703974935,0.5727898885879251,0.18155841806497838,0.22382081031335724,69.31999206542969
2020-04-07T16:34:30Z,Apr,2,2020-04-06T22:00:00Z,13192.76880986328,250.34645262247722,419.64705751071506,1.0927672930942642,0.983692415881157,0.5497712998886903,0.4899691573739052,0.17909222067130937,0.20570812049971687,57.399986267089844
2020-04-07T16:36:00Z,Apr,2,2020-04-06T22:00:00Z,13200.793570627171,250.39028930664062,417.59835975816515,1.139392700073454,1.0611253770298428,0.5716070627020465,0.5243279850429958,0.18113710296154023,0.2136365636607011,57.399986267089844
2020-04-07T16:37:30Z,Apr,2,2020-04-06T22:00:00Z,13213.632216297743,250.65794873928493,422.54630497639977,1.0915815184076627,0.9948119050277604,0.5500748240523868,0.4954582317153613,0.17736485878063574,0.20669537353052034,57.36744492458767
2020-04-07T16:39:00Z,Apr,2,2020-04-06T22:00:00Z,13226.479990082466,251.48899165174697,424.3629857611762,1.1577238335768383,1.0769939029097557,0.5802340627299415,0.5290686463514964,0.183979972340001,0.2144674810114834,57.93994712727864
2020-04-07T16:40:30Z,Apr,2,2020-04-06T22:00:00Z,13239.144178342014,252.08832827860513,428.31585266248914,1.1333062740431892,1.0467102565500472,0.5700576221631632,0.5205492952187856,0.184969640578164,0.21416223948730362,58.29999542236328
